FIPS,County,Cause of Death,Deaths
143,PEORIA,Cerebrovascular diseases (stroke),100
143,PEORIA,Chronic lower respiratory diseases,98
143,PEORIA,Alzheimer disease,71
143,PEORIA,Diabetes mellitus (diabetes),49
143,PEORIA,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",40
143,PEORIA,Septicemia,36
143,PEORIA,Intentional self-harm (suicide),35
143,PEORIA,Assault (homicide),27
143,PEORIA,Influenza and pneumonia,24
143,PEORIA,Chronic liver disease and cirrhosis,23
143,PEORIA,Parkinson disease,23
143,PEORIA,Pneumonitis due to solids and liquids,20
143,PEORIA,COVID-19,16
143,PEORIA,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",11
143,PEORIA,Certain conditions originating in the perinatal period,10
143,PEORIA,Anemias,10
143,PEORIA,Aortic aneurysm and dissection,*
143,PEORIA,Essential hypertension and hypertensive renal disease (hypertension),*
143,PEORIA,"Congenital malformations, deformations and chromosomal abnormalities",*
143,PEORIA,Nutritional deficiencies,*
143,PEORIA,Peptic ulcer,*
143,PEORIA,Enterocolitis due to Clostridium difficile,*
143,PEORIA,Unknown (R99),*
143,PEORIA,Complications of medical and surgical care,*
143,PEORIA,Inflammatory diseases of female pelvic organs,*
143,PEORIA,Human immunodeficiency virus (HIV) disease,*
143,PEORIA,"Pregnancy, childbirth and the puerperium",*
143,PEORIA,Salmonella infections,*
143,PEORIA,Acute bronchitis and bronchiolitis,*
143,PEORIA,Cholelithiasis and other disorders of gallbladder,*
145,PERRY,Malignant neoplasms (cancer),53
145,PERRY,Diseases of heart (heart disease),51
145,PERRY,All other causes,41
145,PERRY,Cerebrovascular diseases (stroke),17
145,PERRY,Chronic lower respiratory diseases,14
145,PERRY,Accidents (unintentional injuries),*
145,PERRY,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
145,PERRY,Diabetes mellitus (diabetes),*
145,PERRY,Septicemia,*
145,PERRY,Influenza and pneumonia,*
145,PERRY,Alzheimer disease,*
145,PERRY,COVID-19,*
145,PERRY,Chronic liver disease and cirrhosis,*
145,PERRY,Essential hypertension and hypertensive renal disease (hypertension),*
145,PERRY,Intentional self-harm (suicide),*
145,PERRY,"Congenital malformations, deformations and chromosomal abnormalities",*
145,PERRY,Peptic ulcer,*
145,PERRY,Pneumonitis due to solids and liquids,*
145,PERRY,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
145,PERRY,Atherosclerosis,*
147,PIATT,Diseases of heart (heart disease),51
147,PIATT,All other causes,41
147,PIATT,Malignant neoplasms (cancer),40
147,PIATT,Cerebrovascular diseases (stroke),12
147,PIATT,Accidents (unintentional injuries),12
147,PIATT,Chronic lower respiratory diseases,*
147,PIATT,Alzheimer disease,*
147,PIATT,Septicemia,*
147,PIATT,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
147,PIATT,Influenza and pneumonia,*
147,PIATT,COVID-19,*
147,PIATT,Parkinson disease,*
147,PIATT,Intentional self-harm (suicide),*
147,PIATT,Enterocolitis due to Clostridium difficile,*
147,PIATT,Diabetes mellitus (diabetes),*
147,PIATT,Essential hypertension and hypertensive renal disease (hypertension),*
147,PIATT,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
147,PIATT,Complications of medical and surgical care,*
147,PIATT,Chronic liver disease and cirrhosis,*
147,PIATT,Certain conditions originating in the perinatal period,*
147,PIATT,Hernia,*
149,PIKE,Diseases of heart (heart disease),48
149,PIKE,Malignant neoplasms (cancer),38
149,PIKE,All other causes,33
149,PIKE,Chronic lower respiratory diseases,11
149,PIKE,Accidents (unintentional injuries),10
149,PIKE,Essential hypertension and hypertensive renal disease (hypertension),*
149,PIKE,Diabetes mellitus (diabetes),*
149,PIKE,Cerebrovascular diseases (stroke),*
149,PIKE,Septicemia,*
149,PIKE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
149,PIKE,Influenza and pneumonia,*
149,PIKE,Intentional self-harm (suicide),*
149,PIKE,Chronic liver disease and cirrhosis,*
149,PIKE,Aortic aneurysm and dissection,*
149,PIKE,Nutritional deficiencies,*
149,PIKE,Parkinson disease,*
149,PIKE,Diseases of appendix,*
149,PIKE,Complications of medical and surgical care,*
149,PIKE,Cholelithiasis and other disorders of gallbladder,*
149,PIKE,Certain conditions originating in the perinatal period,*
149,PIKE,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
149,PIKE,Enterocolitis due to Clostridium difficile,*
149,PIKE,Alzheimer disease,*
151,POPE,Diseases of heart (heart disease),13
151,POPE,All other causes,11
151,POPE,Malignant neoplasms (cancer),10
151,POPE,Chronic lower respiratory diseases,*
151,POPE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
151,POPE,Septicemia,*
151,POPE,Accidents (unintentional injuries),*
151,POPE,COVID-19,*
151,POPE,Alzheimer disease,*
151,POPE,Unknown (R99),*
151,POPE,Chronic liver disease and cirrhosis,*
151,POPE,Essential hypertension and hypertensive renal disease (hypertension),*
151,POPE,Influenza and pneumonia,*
153,PULASKI,Malignant neoplasms (cancer),17
153,PULASKI,Diseases of heart (heart disease),16
153,PULASKI,All other causes,15
153,PULASKI,Chronic lower respiratory diseases,12
153,PULASKI,Cerebrovascular diseases (stroke),*
153,PULASKI,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
153,PULASKI,Septicemia,*
153,PULASKI,Intentional self-harm (suicide),*
153,PULASKI,Diabetes mellitus (diabetes),*
153,PULASKI,Alzheimer disease,*
153,PULASKI,Accidents (unintentional injuries),*
153,PULASKI,COVID-19,*
153,PULASKI,Nutritional deficiencies,*
153,PULASKI,Influenza and pneumonia,*
153,PULASKI,Essential hypertension and hypertensive renal disease (hypertension),*
155,PUTNAM,Malignant neoplasms (cancer),16
155,PUTNAM,Diseases of heart (heart disease),16
155,PUTNAM,All other causes,13
155,PUTNAM,Cerebrovascular diseases (stroke),*
155,PUTNAM,Alzheimer disease,*
155,PUTNAM,Accidents (unintentional injuries),*
155,PUTNAM,Parkinson disease,*
155,PUTNAM,Chronic lower respiratory diseases,*
155,PUTNAM,Septicemia,*
155,PUTNAM,Essential hypertension and hypertensive renal disease (hypertension),*
155,PUTNAM,Intentional self-harm (suicide),*
155,PUTNAM,Nutritional deficiencies,*
155,PUTNAM,Diabetes mellitus (diabetes),*
157,RANDOLPH,Diseases of heart (heart disease),86
157,RANDOLPH,Malignant neoplasms (cancer),73
157,RANDOLPH,All other causes,70
157,RANDOLPH,Cerebrovascular diseases (stroke),29
157,RANDOLPH,Chronic lower respiratory diseases,18
157,RANDOLPH,Accidents (unintentional injuries),15
157,RANDOLPH,Alzheimer disease,13
157,RANDOLPH,Diabetes mellitus (diabetes),12
157,RANDOLPH,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",10
157,RANDOLPH,Septicemia,*
157,RANDOLPH,Influenza and pneumonia,*
157,RANDOLPH,Essential hypertension and hypertensive renal disease (hypertension),*
157,RANDOLPH,Chronic liver disease and cirrhosis,*
157,RANDOLPH,Intentional self-harm (suicide),*
157,RANDOLPH,COVID-19,*
157,RANDOLPH,Nutritional deficiencies,*
157,RANDOLPH,,*
157,RANDOLPH,Unknown (R99),*
157,RANDOLPH,Parkinson disease,*
157,RANDOLPH,Anemias,*
157,RANDOLPH,Assault (homicide),*
157,RANDOLPH,"Congenital malformations, deformations and chromosomal abnormalities",*
157,RANDOLPH,Hyperplasia of prostate,*
157,RANDOLPH,Pneumonitis due to solids and liquids,*
159,RICHLAND,Diseases of heart (heart disease),51
159,RICHLAND,Malignant neoplasms (cancer),40
159,RICHLAND,All other causes,34
159,RICHLAND,Chronic lower respiratory diseases,18
159,RICHLAND,Cerebrovascular diseases (stroke),15
159,RICHLAND,Diabetes mellitus (diabetes),10
159,RICHLAND,Accidents (unintentional injuries),*
159,RICHLAND,COVID-19,*
159,RICHLAND,Alzheimer disease,*
159,RICHLAND,Aortic aneurysm and dissection,*
159,RICHLAND,Essential hypertension and hypertensive renal disease (hypertension),*
159,RICHLAND,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
159,RICHLAND,Influenza and pneumonia,*
159,RICHLAND,Chronic liver disease and cirrhosis,*
159,RICHLAND,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
159,RICHLAND,Assault (homicide),*
159,RICHLAND,Unknown (R99),*
159,RICHLAND,Nutritional deficiencies,*
159,RICHLAND,Anemias,*
159,RICHLAND,Atherosclerosis,*
159,RICHLAND,Intentional self-harm (suicide),*
159,RICHLAND,Certain conditions originating in the perinatal period,*
159,RICHLAND,Cholelithiasis and other disorders of gallbladder,*
159,RICHLAND,Septicemia,*
161,ROCK ISLAND,Diseases of heart (heart disease),360
161,ROCK ISLAND,Malignant neoplasms (cancer),327
161,ROCK ISLAND,All other causes,305
161,ROCK ISLAND,Chronic lower respiratory diseases,114
161,ROCK ISLAND,Accidents (unintentional injuries),91
161,ROCK ISLAND,Cerebrovascular diseases (stroke),82
161,ROCK ISLAND,Diabetes mellitus (diabetes),62
161,ROCK ISLAND,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",42
161,ROCK ISLAND,Essential hypertension and hypertensive renal disease (hypertension),39
161,ROCK ISLAND,Parkinson disease,30
161,ROCK ISLAND,Intentional self-harm (suicide),29
161,ROCK ISLAND,Alzheimer disease,27
161,ROCK ISLAND,Influenza and pneumonia,25
161,ROCK ISLAND,Septicemia,25
161,ROCK ISLAND,COVID-19,22
161,ROCK ISLAND,Chronic liver disease and cirrhosis,22
161,ROCK ISLAND,Nutritional deficiencies,21
161,ROCK ISLAND,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",11
161,ROCK ISLAND,Assault (homicide),10
161,ROCK ISLAND,Pneumonitis due to solids and liquids,*
161,ROCK ISLAND,Aortic aneurysm and dissection,*
161,ROCK ISLAND,"Congenital malformations, deformations and chromosomal abnormalities",*
161,ROCK ISLAND,Anemias,*
161,ROCK ISLAND,Enterocolitis due to Clostridium difficile,*
161,ROCK ISLAND,Atherosclerosis,*
161,ROCK ISLAND,Complications of medical and surgical care,*
161,ROCK ISLAND,Cholelithiasis and other disorders of gallbladder,*
161,ROCK ISLAND,Unknown (R99),*
161,ROCK ISLAND,Peptic ulcer,*
161,ROCK ISLAND,Certain conditions originating in the perinatal period,*
161,ROCK ISLAND,Human immunodeficiency virus (HIV) disease,*
161,ROCK ISLAND,"Pregnancy, childbirth and the puerperium",*
163,ST CLAIR,Diseases of heart (heart disease),579
163,ST CLAIR,Malignant neoplasms (cancer),525
163,ST CLAIR,All other causes,391
163,ST CLAIR,Cerebrovascular diseases (stroke),171
163,ST CLAIR,Accidents (unintentional injuries),152
163,ST CLAIR,Chronic lower respiratory diseases,114
163,ST CLAIR,Diabetes mellitus (diabetes),86
163,ST CLAIR,Alzheimer disease,79
163,ST CLAIR,Essential hypertension and hypertensive renal disease (hypertension),74
163,ST CLAIR,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",69
163,ST CLAIR,Assault (homicide),59
163,ST CLAIR,Septicemia,50
163,ST CLAIR,Chronic liver disease and cirrhosis,43
163,ST CLAIR,Parkinson disease,41
163,ST CLAIR,Intentional self-harm (suicide),38
163,ST CLAIR,COVID-19,34
163,ST CLAIR,Influenza and pneumonia,32
163,ST CLAIR,,18
163,ST CLAIR,Pneumonitis due to solids and liquids,18
163,ST CLAIR,Unknown (R99),15
163,ST CLAIR,"Congenital malformations, deformations and chromosomal abnormalities",14
163,ST CLAIR,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",13
163,ST CLAIR,Nutritional deficiencies,12
163,ST CLAIR,Human immunodeficiency virus (HIV) disease,10
163,ST CLAIR,Certain conditions originating in the perinatal period,10
163,ST CLAIR,Aortic aneurysm and dissection,*
163,ST CLAIR,Cholelithiasis and other disorders of gallbladder,*
163,ST CLAIR,Hernia,*
163,ST CLAIR,Anemias,*
163,ST CLAIR,Peptic ulcer,*
163,ST CLAIR,Inflammatory diseases of female pelvic organs,*
163,ST CLAIR,Enterocolitis due to Clostridium difficile,*
163,ST CLAIR,Complications of medical and surgical care,*
163,ST CLAIR,Atherosclerosis,*
163,ST CLAIR,Hyperplasia of prostate,*
163,ST CLAIR,Viral hepatitis,*
163,ST CLAIR,"Pregnancy, childbirth and the puerperium",*
163,ST CLAIR,Infections of kidney,*
165,SALINE,Diseases of heart (heart disease),79
165,SALINE,Malignant neoplasms (cancer),73
165,SALINE,All other causes,69
165,SALINE,Chronic lower respiratory diseases,26
165,SALINE,Accidents (unintentional injuries),25
165,SALINE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",17
165,SALINE,Diabetes mellitus (diabetes),14
165,SALINE,Cerebrovascular diseases (stroke),10
165,SALINE,Alzheimer disease,*
165,SALINE,Influenza and pneumonia,*
165,SALINE,Intentional self-harm (suicide),*
165,SALINE,Parkinson disease,*
165,SALINE,COVID-19,*
165,SALINE,Septicemia,*
165,SALINE,Essential hypertension and hypertensive renal disease (hypertension),*
165,SALINE,Chronic liver disease and cirrhosis,*
165,SALINE,Unknown (R99),*
165,SALINE,Certain conditions originating in the perinatal period,*
165,SALINE,"Congenital malformations, deformations and chromosomal abnormalities",*
165,SALINE,Pneumonitis due to solids and liquids,*
165,SALINE,Infections of kidney,*
167,SANGAMON,Diseases of heart (heart disease),453
167,SANGAMON,Malignant neoplasms (cancer),446
167,SANGAMON,All other causes,353
167,SANGAMON,Accidents (unintentional injuries),156
167,SANGAMON,Cerebrovascular diseases (stroke),112
167,SANGAMON,Chronic lower respiratory diseases,108
167,SANGAMON,Septicemia,60
167,SANGAMON,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",52
167,SANGAMON,COVID-19,48
167,SANGAMON,Alzheimer disease,46
167,SANGAMON,Diabetes mellitus (diabetes),44
167,SANGAMON,Intentional self-harm (suicide),40
167,SANGAMON,Chronic liver disease and cirrhosis,33
167,SANGAMON,Influenza and pneumonia,26
167,SANGAMON,Essential hypertension and hypertensive renal disease (hypertension),26
167,SANGAMON,Parkinson disease,25
167,SANGAMON,Pneumonitis due to solids and liquids,17
167,SANGAMON,Nutritional deficiencies,15
167,SANGAMON,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",13
167,SANGAMON,Anemias,12
167,SANGAMON,Assault (homicide),*
167,SANGAMON,Aortic aneurysm and dissection,*
167,SANGAMON,Certain conditions originating in the perinatal period,*
167,SANGAMON,Enterocolitis due to Clostridium difficile,*
167,SANGAMON,Complications of medical and surgical care,*
167,SANGAMON,Cholelithiasis and other disorders of gallbladder,*
167,SANGAMON,"Congenital malformations, deformations and chromosomal abnormalities",*
167,SANGAMON,Peptic ulcer,*
167,SANGAMON,Diseases of appendix,*
167,SANGAMON,Human immunodeficiency virus (HIV) disease,*
167,SANGAMON,Unknown (R99),*
167,SANGAMON,Hernia,*
167,SANGAMON,Legal intervention,*
167,SANGAMON,Viral hepatitis,*
167,SANGAMON,Tuberculosis,*
167,SANGAMON,Pneumoconioses and chemical effects,*
169,SCHUYLER,Diseases of heart (heart disease),22
169,SCHUYLER,All other causes,20
169,SCHUYLER,Malignant neoplasms (cancer),16
169,SCHUYLER,Chronic lower respiratory diseases,*
169,SCHUYLER,Cerebrovascular diseases (stroke),*
169,SCHUYLER,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
169,SCHUYLER,Diabetes mellitus (diabetes),*
169,SCHUYLER,Accidents (unintentional injuries),*
169,SCHUYLER,Essential hypertension and hypertensive renal disease (hypertension),*
169,SCHUYLER,Pneumonitis due to solids and liquids,*
169,SCHUYLER,Septicemia,*
169,SCHUYLER,Alzheimer disease,*
169,SCHUYLER,Chronic liver disease and cirrhosis,*
169,SCHUYLER,"Congenital malformations, deformations and chromosomal abnormalities",*
169,SCHUYLER,Aortic aneurysm and dissection,*
169,SCHUYLER,Anemias,*
169,SCHUYLER,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
169,SCHUYLER,Parkinson disease,*
171,SCOTT,Diseases of heart (heart disease),21
171,SCOTT,Malignant neoplasms (cancer),11
171,SCOTT,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
171,SCOTT,All other causes,*
171,SCOTT,Cerebrovascular diseases (stroke),*
171,SCOTT,Parkinson disease,*
171,SCOTT,Alzheimer disease,*
171,SCOTT,Pneumonitis due to solids and liquids,*
171,SCOTT,Accidents (unintentional injuries),*
171,SCOTT,COVID-19,*
171,SCOTT,"Congenital malformations, deformations and chromosomal abnormalities",*
171,SCOTT,Chronic lower respiratory diseases,*
173,SHELBY,Diseases of heart (heart disease),79
173,SHELBY,Malignant neoplasms (cancer),53
173,SHELBY,All other causes,53
173,SHELBY,Chronic lower respiratory diseases,15
173,SHELBY,Alzheimer disease,13
173,SHELBY,Accidents (unintentional injuries),10
173,SHELBY,Influenza and pneumonia,*
173,SHELBY,Cerebrovascular diseases (stroke),*
173,SHELBY,Septicemia,*
173,SHELBY,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
173,SHELBY,Diabetes mellitus (diabetes),*
173,SHELBY,COVID-19,*
173,SHELBY,Intentional self-harm (suicide),*
173,SHELBY,Chronic liver disease and cirrhosis,*
173,SHELBY,Aortic aneurysm and dissection,*
173,SHELBY,Nutritional deficiencies,*
173,SHELBY,Parkinson disease,*
173,SHELBY,Pneumonitis due to solids and liquids,*
173,SHELBY,Unknown (R99),*
173,SHELBY,Essential hypertension and hypertensive renal disease (hypertension),*
175,STARK,Diseases of heart (heart disease),19
175,STARK,Malignant neoplasms (cancer),18
175,STARK,All other causes,*
175,STARK,Cerebrovascular diseases (stroke),*
175,STARK,Chronic lower respiratory diseases,*
175,STARK,Alzheimer disease,*
175,STARK,Atherosclerosis,*
175,STARK,"Congenital malformations, deformations and chromosomal abnormalities",*
175,STARK,Accidents (unintentional injuries),*
175,STARK,Pneumonitis due to solids and liquids,*
175,STARK,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
175,STARK,Legal intervention,*
175,STARK,Septicemia,*
175,STARK,Intentional self-harm (suicide),*
175,STARK,Influenza and pneumonia,*
175,STARK,Essential hypertension and hypertensive renal disease (hypertension),*
175,STARK,COVID-19,*
175,STARK,Chronic liver disease and cirrhosis,*
175,STARK,Certain conditions originating in the perinatal period,*
175,STARK,Aortic aneurysm and dissection,*
175,STARK,Diabetes mellitus (diabetes),*
177,STEPHENSON,Malignant neoplasms (cancer),122
177,STEPHENSON,Diseases of heart (heart disease),110
177,STEPHENSON,All other causes,102
177,STEPHENSON,Accidents (unintentional injuries),52
177,STEPHENSON,Chronic lower respiratory diseases,37
177,STEPHENSON,Cerebrovascular diseases (stroke),32
177,STEPHENSON,Diabetes mellitus (diabetes),23
177,STEPHENSON,COVID-19,19
177,STEPHENSON,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",18
177,STEPHENSON,Alzheimer disease,16
177,STEPHENSON,Influenza and pneumonia,11
177,STEPHENSON,Septicemia,10
177,STEPHENSON,Parkinson disease,*
177,STEPHENSON,Chronic liver disease and cirrhosis,*
177,STEPHENSON,Pneumonitis due to solids and liquids,*
177,STEPHENSON,Unknown (R99),*
177,STEPHENSON,Intentional self-harm (suicide),*
177,STEPHENSON,Nutritional deficiencies,*
177,STEPHENSON,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
177,STEPHENSON,Anemias,*
177,STEPHENSON,Essential hypertension and hypertensive renal disease (hypertension),*
177,STEPHENSON,Enterocolitis due to Clostridium difficile,*
177,STEPHENSON,"Congenital malformations, deformations and chromosomal abnormalities",*
177,STEPHENSON,Complications of medical and surgical care,*
177,STEPHENSON,Cholelithiasis and other disorders of gallbladder,*
177,STEPHENSON,Peptic ulcer,*
177,STEPHENSON,Assault (homicide),*
177,STEPHENSON,Aortic aneurysm and dissection,*
177,STEPHENSON,Hernia,*
177,STEPHENSON,Certain conditions originating in the perinatal period,*
177,STEPHENSON,Infections of kidney,*
177,STEPHENSON,Human immunodeficiency virus (HIV) disease,*
179,TAZEWELL,Malignant neoplasms (cancer),339
179,TAZEWELL,Diseases of heart (heart disease),337
179,TAZEWELL,All other causes,228
179,TAZEWELL,Cerebrovascular diseases (stroke),97
179,TAZEWELL,Chronic lower respiratory diseases,96
179,TAZEWELL,Accidents (unintentional injuries),96
179,TAZEWELL,Alzheimer disease,62
179,TAZEWELL,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",36
179,TAZEWELL,Parkinson disease,30
179,TAZEWELL,Diabetes mellitus (diabetes),30
179,TAZEWELL,Influenza and pneumonia,27
179,TAZEWELL,Chronic liver disease and cirrhosis,27
179,TAZEWELL,Septicemia,27
179,TAZEWELL,COVID-19,22
179,TAZEWELL,Pneumonitis due to solids and liquids,14
179,TAZEWELL,Nutritional deficiencies,12
179,TAZEWELL,Intentional self-harm (suicide),10
179,TAZEWELL,Essential hypertension and hypertensive renal disease (hypertension),10
179,TAZEWELL,Aortic aneurysm and dissection,*
179,TAZEWELL,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
179,TAZEWELL,"Congenital malformations, deformations and chromosomal abnormalities",*
179,TAZEWELL,Certain conditions originating in the perinatal period,*
179,TAZEWELL,Anemias,*
179,TAZEWELL,Enterocolitis due to Clostridium difficile,*
179,TAZEWELL,Unknown (R99),*
179,TAZEWELL,Assault (homicide),*
179,TAZEWELL,Cholelithiasis and other disorders of gallbladder,*
179,TAZEWELL,Complications of medical and surgical care,*
179,TAZEWELL,Infections of kidney,*
179,TAZEWELL,Hernia,*
179,TAZEWELL,Atherosclerosis,*
181,UNION,Malignant neoplasms (cancer),59
181,UNION,Diseases of heart (heart disease),58
181,UNION,All other causes,31
181,UNION,Chronic lower respiratory diseases,21
181,UNION,Cerebrovascular diseases (stroke),20
181,UNION,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",10
181,UNION,Alzheimer disease,*
181,UNION,Influenza and pneumonia,*
181,UNION,Diabetes mellitus (diabetes),*
181,UNION,Accidents (unintentional injuries),*
181,UNION,Parkinson disease,*
181,UNION,Chronic liver disease and cirrhosis,*
181,UNION,COVID-19,*
181,UNION,Septicemia,*
181,UNION,Nutritional deficiencies,*
181,UNION,Intentional self-harm (suicide),*
181,UNION,Hernia,*
181,UNION,Diseases of appendix,*
181,UNION,"Congenital malformations, deformations and chromosomal abnormalities",*
181,UNION,"Pregnancy, childbirth and the puerperium",*
181,UNION,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
183,VERMILION,Malignant neoplasms (cancer),194
183,VERMILION,Diseases of heart (heart disease),182
183,VERMILION,All other causes,179
183,VERMILION,Accidents (unintentional injuries),75
183,VERMILION,Chronic lower respiratory diseases,71
183,VERMILION,Cerebrovascular diseases (stroke),39
183,VERMILION,Diabetes mellitus (diabetes),35
183,VERMILION,Alzheimer disease,29
183,VERMILION,Intentional self-harm (suicide),20
183,VERMILION,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",19
183,VERMILION,Chronic liver disease and cirrhosis,18
183,VERMILION,Septicemia,17
183,VERMILION,COVID-19,15
183,VERMILION,Nutritional deficiencies,10
183,VERMILION,Essential hypertension and hypertensive renal disease (hypertension),10
183,VERMILION,Parkinson disease,*
183,VERMILION,Influenza and pneumonia,*
183,VERMILION,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
183,VERMILION,Pneumonitis due to solids and liquids,*
183,VERMILION,Assault (homicide),*
183,VERMILION,Anemias,*
183,VERMILION,Unknown (R99),*
183,VERMILION,Aortic aneurysm and dissection,*
183,VERMILION,"Congenital malformations, deformations and chromosomal abnormalities",*
183,VERMILION,Certain conditions originating in the perinatal period,*
183,VERMILION,Hernia,*
183,VERMILION,Peptic ulcer,*
183,VERMILION,Enterocolitis due to Clostridium difficile,*
183,VERMILION,Meningitis,*
183,VERMILION,Infections of kidney,*
183,VERMILION,Human immunodeficiency virus (HIV) disease,*
183,VERMILION,Viral hepatitis,*
185,WABASH,Malignant neoplasms (cancer),30
185,WABASH,Diseases of heart (heart disease),28
185,WABASH,All other causes,26
185,WABASH,Chronic lower respiratory diseases,10
185,WABASH,Alzheimer disease,*
185,WABASH,Chronic liver disease and cirrhosis,*
185,WABASH,Diabetes mellitus (diabetes),*
185,WABASH,Cerebrovascular diseases (stroke),*
185,WABASH,Accidents (unintentional injuries),*
185,WABASH,Essential hypertension and hypertensive renal disease (hypertension),*
185,WABASH,Septicemia,*
185,WABASH,Parkinson disease,*
185,WABASH,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
185,WABASH,Aortic aneurysm and dissection,*
185,WABASH,Unknown (R99),*
185,WABASH,Nutritional deficiencies,*
185,WABASH,Anemias,*
185,WABASH,Intentional self-harm (suicide),*
185,WABASH,Influenza and pneumonia,*
185,WABASH,Enterocolitis due to Clostridium difficile,*
185,WABASH,"Congenital malformations, deformations and chromosomal abnormalities",*
185,WABASH,Pneumonitis due to solids and liquids,*
187,WARREN,Diseases of heart (heart disease),52
187,WARREN,Malignant neoplasms (cancer),37
187,WARREN,All other causes,27
187,WARREN,Chronic lower respiratory diseases,14
187,WARREN,Cerebrovascular diseases (stroke),11
187,WARREN,Diabetes mellitus (diabetes),*
187,WARREN,Accidents (unintentional injuries),*
187,WARREN,Intentional self-harm (suicide),*
187,WARREN,COVID-19,*
187,WARREN,Alzheimer disease,*
187,WARREN,Pneumonitis due to solids and liquids,*
187,WARREN,Unknown (R99),*
187,WARREN,Septicemia,*
187,WARREN,Nutritional deficiencies,*
187,WARREN,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
187,WARREN,Influenza and pneumonia,*
187,WARREN,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
187,WARREN,"Congenital malformations, deformations and chromosomal abnormalities",*
187,WARREN,Essential hypertension and hypertensive renal disease (hypertension),*
187,WARREN,Parkinson disease,*
189,WASHINGTON,Malignant neoplasms (cancer),30
189,WASHINGTON,Diseases of heart (heart disease),28
189,WASHINGTON,All other causes,19
189,WASHINGTON,Chronic lower respiratory diseases,12
189,WASHINGTON,Accidents (unintentional injuries),11
189,WASHINGTON,Cerebrovascular diseases (stroke),*
189,WASHINGTON,Alzheimer disease,*
189,WASHINGTON,Diabetes mellitus (diabetes),*
189,WASHINGTON,Influenza and pneumonia,*
189,WASHINGTON,COVID-19,*
189,WASHINGTON,"Congenital malformations, deformations and chromosomal abnormalities",*
189,WASHINGTON,Nutritional deficiencies,*
189,WASHINGTON,Septicemia,*
189,WASHINGTON,Intentional self-harm (suicide),*
189,WASHINGTON,Aortic aneurysm and dissection,*
189,WASHINGTON,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
189,WASHINGTON,Chronic liver disease and cirrhosis,*
189,WASHINGTON,Anemias,*
189,WASHINGTON,Meningitis,*
189,WASHINGTON,Pneumonitis due to solids and liquids,*
189,WASHINGTON,Assault (homicide),*
191,WAYNE,Malignant neoplasms (cancer),38
191,WAYNE,Diseases of heart (heart disease),37
191,WAYNE,All other causes,33
191,WAYNE,Chronic lower respiratory diseases,24
191,WAYNE,Alzheimer disease,18
191,WAYNE,Cerebrovascular diseases (stroke),12
191,WAYNE,Accidents (unintentional injuries),11
191,WAYNE,Diabetes mellitus (diabetes),*
191,WAYNE,Essential hypertension and hypertensive renal disease (hypertension),*
191,WAYNE,COVID-19,*
191,WAYNE,Septicemia,*
191,WAYNE,Influenza and pneumonia,*
191,WAYNE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
191,WAYNE,Aortic aneurysm and dissection,*
191,WAYNE,Intentional self-harm (suicide),*
191,WAYNE,Peptic ulcer,*
